Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
The Good Guy,100000,39037,5.594,139,2009-04-25,100688,90.0,10000000,en,The Good Guy,"Ambitious young Manhattanite and urban conservationist Beth wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy, a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel. Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",9.975,/xwSQ62M3B1LTpHhau4MaREIwfSy.jpg,"Comedy, Romance",1111.111111111111,10.0,Medio
The Good Liar,3100000,511322,6.687,1018,2019-11-08,33856058,109.0,10000000,en,The Good Liar,"Career con man Roy sets his sights on his latest mark: recently widowed Betty, worth millions. And he means to take it all. But as the two draw closer, what should have been another simple swindle takes on the ultimate stakes.",12.392,/6kmxXfg3aSWrzUlEPt2L0YD4jz9.jpg,Crime,28440.366972477063,10.0,Medio
The Good Shepherd,900000,1247,6.344,1043,2006-12-11,100266865,167.0,85000000,en,The Good Shepherd,"Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family.",21.986,/ruyJwuDdxFJB0Tvumm1DKPRlC2p.jpg,"Drama, Thriller, History",5389.2215568862275,85.0,Alto
The Graduate,100000,37247,7.649,3023,1967-12-21,104945305,106.0,3000000,en,The Graduate,"Benjamin, a recent college graduate very worried about his future, finds himself in a love triangle with an older woman and her daughter.",20.369,/z1Z1tZMR66RxcNeHbwoEhYeqOlP.jpg,"Comedy, Drama, Romance",943.3962264150944,3.0,Bajo
The Graduates,100000,55985,3.4,5,2009-05-01,300000,97.0,96000,en,The Graduates,"Four friends head to Senior Week in Ocean City, Maryland, to celebrate high school graduation.",1.278,/74Kwx7QcaN8uejUVzq5cKIttOrg.jpg,Comedy,1030.9278350515465,0.096,Bajo
The Gray Man,58300000,725201,6.979,3124,2022-07-13,454023,128.0,200000000,en,The Gray Man,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",39.333,/5Eom3JsXgQlCj6QIsGCwXkX7wyH.jpg,"Action, Thriller",455468.75,200.0,Alto
The Great Debaters,100000,14047,7.205,533,2007-12-25,30226144,126.0,15000000,en,The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.,18.292,/nuF3DDlZzNb2qq0tEsYU0zpXf8K.jpg,Drama,793.6507936507936,15.0,Medio
The Great Raid,800000,13922,6.579,316,2005-08-12,10166502,132.0,80000000,en,The Great Raid,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",20.451,/k5Q76tzV2T4RtDdYwNj64c1qQ16.jpg,"Action, History, War",6060.606060606061,80.0,Alto
The Green Inferno,100000,171424,5.7,1286,2013-09-08,12666449,100.0,5000000,en,The Green Inferno,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",22.698,/dTnAYyUwp6lT0cKrt4aNujj5mdF.jpg,"Horror, Thriller, Adventure",1000.0,5.0,Medio
The Green Knight,800000,559907,6.57,1605,2021-07-29,18888418,130.0,15000000,en,The Green Knight,"An epic fantasy adventure based on the timeless Arthurian legend, The Green Knight tells the story of Sir Gawain, King Arthur's reckless and headstrong nephew, who embarks on a daring quest to confront the eponymous Green Knight, a gigantic emerald-skinned stranger and tester of men.",19.04,/if4hw3Ou5Sav9Em7WWHj66mnywp.jpg,"Adventure, Drama, Fantasy",6153.846153846154,15.0,Medio
The Green Mile,4000000,497,8.507,15937,1999-12-10,286801374,189.0,60000000,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",83.739,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,"Fantasy, Drama, Crime",21164.021164021164,60.0,Alto
The Guest,5600000,241848,6.634,1757,2014-09-05,2700051,100.0,5000000,en,The Guest,"A soldier introduces himself to the Peterson family, claiming to be a friend of their son who died in action. After the young man is welcomed into their home, a series of accidental deaths seem to be connected to his presence.",17.895,/kZknBNLApzIaeEBZhG4TDFq0b6j.jpg,"Mystery, Thriller, Action",56000.0,5.0,Medio
The Guest,5600000,435210,6.0,4,2013-04-01,0,5.0,4000,en,The Guest,A man must face his personal demons as a consequence of a mysterious bargain he has made.,1.4,/9UkTIoKhHgBamV07cqab2m9Qka0.jpg,Horror,1120000.0,0.004,Bajo
The Guest,5600000,437834,4.3,3,2010-08-21,0,16.0,500,en,The Guest,A lonely woman and a mysterious intruder get more than they bargained for when a quiet evening proves to be deadlier than either of them could have imagined.,1.011,SinPoster,Horror,350000.0,0.0005,Bajo
The Guest,5600000,1090646,0.0,0,2023-03-03,0,15.0,1100,si,The Guest,"A lone, introvert man who lives with his mother gets a suprise visit from a guest and shares a secret with ""THE GUEST"".",0.6,/mAnWWDahqZDfasXMR06ddfViLlz.jpg,"Thriller, Drama, Mystery",373333.3333333333,0.0011,Bajo
The Guest,5600000,836570,0.0,0,2021-04-05,0,2.0,200,en,The Guest,A boy is awoken by a presence and goes to investigate.,0.6,/njD2SbptrWo3rl2YuCUNZ546kNa.jpg,"Horror, Comedy",2800000.0,0.0002,Bajo
The Guest,5600000,598552,0.0,0,2013-02-17,0,90.0,480000,ru,Гость,NoOverview,0.844,/5qgUvdKTOGbJ4m7akODNO93kHjQ.jpg,"Thriller, Drama, Crime",62222.22222222222,0.48,Bajo
The Guilt Trip,100000,82687,5.579,628,2012-12-19,41863726,95.0,40000000,en,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,11.637,/55JqWqocsMNx5uanELDRDFqu40J.jpg,Comedy,1052.6315789473683,40.0,Medio
The Guilty,16200000,55101,5.549,72,2000-06-01,0,108.0,700000,en,The Guilty,"Callum Crane, a lawyer and would-be federal judge, jeopardizes his chances at a judgeship by forcing himself on his secretary. He then worsens the situation by trying to have the woman murdered. Further complicating matters, he assigns the task to a young man who, unbeknownst to Crane, is actually his son, Nathan. Nathan refuses to do the deed, but not before informing several people, one of whom tries to take on the job.",6.483,/fXhL95BYYfy9uSld68RHsmRfcqU.jpg,"Crime, Drama, Thriller",150000.0,0.7,Bajo
The Guilty,16200000,35546,5.0,17,1947-03-22,0,71.0,120000,en,The Guilty,Two friends land in hot water when they begin dating twins and one of the women ends up dead.,3.305,/ymqIzxGu3JHqcpkEfJjrQXZjm48.jpg,Mystery,228169.01408450704,0.12,Bajo
The Guns of Navarone,500000,10911,7.308,699,1961-04-27,28900000,158.0,6000000,en,The Guns of Navarone,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",21.499,/j6VSFnm20GlkUi8yb7hM5Qfc1fA.jpg,"War, Action, Adventure",3164.5569620253164,6.0,Medio
The Hangover,28100000,18785,7.312,15812,2009-06-02,469310836,100.0,35000000,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",72.655,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,Comedy,281000.0,35.0,Medio
The Happytime Murders,1400000,412988,5.735,933,2018-08-22,27506452,91.0,40000000,en,The Happytime Murders,"In a world where human beings and puppets live together, when the members of the cast of a children's television show aired during the 1990s begin to get murdered one by one, puppet Phil Philips, a former LAPD detective who fell in disgrace and turned into a private eye, takes on the case at the request of his old boss in order to assist detective Edwards, who was his partner in the past.",13.727,/rWxkur51srfVnMn2QOFjE7mbq6h.jpg,"Action, Comedy, Crime",15384.615384615385,40.0,Medio
The Hard Corps,400000,9924,6.1,225,2006-08-15,0,110.0,12000000,en,The Hard Corps,An Army veteran assembles a team of bodyguards to protect a former boxer. Complications arise when the boxer suspects his sister may be romantically involved with the bodyguard.,6.515,/jrFtbuUMDMnJtlSVg5DWHFhMMGp.jpg,"Action, Thriller",3636.3636363636365,12.0,Medio
The Hateful Eight,5400000,273248,7.746,13291,2015-12-25,155760117,188.0,44000000,en,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,32.119,/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,"Drama, Mystery, Western",28723.40425531915,44.0,Medio
The Highwaymen,16500000,500682,6.733,1816,2019-03-15,0,133.0,49000000,en,The Highwaymen,"In 1934, Frank Hamer and Manny Gault, two former Texas Rangers, are commissioned to put an end to the wave of vicious crimes perpetrated by Bonnie Parker and Clyde Barrow, a notorious duo of infamous robbers and cold-blooded killers who nevertheless are worshiped by the public.",17.663,/4bRYg4l12yDuJvAfqvUOPnBrxno.jpg,"Crime, Drama, Thriller",124060.15037593985,49.0,Medio
The Hobbit: An Unexpected Journey,2000000,49051,7.339,17356,2012-12-12,1021103568,169.0,250000000,en,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",83.524,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,"Adventure, Fantasy, Action",11834.31952662722,250.0,Alto
The Hobbit: The Battle of the Five Armies,1800000,122917,7.309,13301,2014-12-10,956019788,144.0,250000000,en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",94.048,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,"Action, Adventure, Fantasy",12500.0,250.0,Alto
The Hobbit: The Desolation of Smaug,1800000,57158,7.57,12255,2013-12-11,958400000,161.0,250000000,en,The Hobbit: The Desolation of Smaug,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",70.03,/70Ux6sHFIqu0bVFp8xzBZCOQFXM.jpg,"Fantasy, Adventure, Action",11180.124223602485,250.0,Alto
The Holiday,800000,1581,7.078,4592,2006-12-08,194168700,136.0,85000000,en,The Holiday,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",19.822,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,"Comedy, Romance",5882.35294117647,85.0,Alto
The Hollars,200000,325346,6.306,268,2016-08-25,1016985,88.0,3800000,en,The Hollars,"Aspiring New York City artist, John Hollar returns to his Middle America hometown on the eve of his mother’s brain surgery. Joined by his girlfriend, eight months pregnant with their first child, John is forced to navigate the crazy world he left behind.",10.804,/9ybRAn6AoSuyMjfqbhgosdye2R5.jpg,"Comedy, Drama, Romance",2272.7272727272725,3.8,Bajo
The Hollow,11000000,361042,4.662,77,2015-10-24,0,90.0,2000000,en,The Hollow,"It's Halloween eve on Shelter Island, and the small town is preparing for a killer storm. But the dark clouds gathering over the island are bringing with them a curse one-hundred years in waiting. As the woods give birth to an ungodly and insatiable creature of fire, bones, and earth, three sisters must scramble to stay alive through the long dark night of the Hollow. For it's not something you can kill. It's only something you can try and survive.",9.174,/v0k9gjdxjrG2vQKxRRrrjStTLiG.jpg,"Horror, TV Movie",122222.22222222222,2.0,Bajo
The Hollow,11000000,35946,5.069,29,2004-08-25,0,83.0,900000,en,The Hollow,"The presence of Ichabod Crane's descendant in Sleepy Hollow conjures the Headless Horseman, and slaughter ensues.",3.164,/2RPzdYOhStgkUJpPdAYlv1VvFzX.jpg,Horror,132530.1204819277,0.9,Bajo
The Homesman,100000,264656,6.551,729,2014-05-18,3442853,122.0,16000000,en,The Homesman,"When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.",11.672,/eGpuOhkm1wG2AxEJShazH5NVGAO.jpg,"Western, Drama",819.672131147541,16.0,Medio
The Hospital,400000,257976,3.2,17,2013-02-15,0,75.0,100,en,The Hospital,"Old St. Leopold's Hospital has many urban legends surrounding it, but the residents of Bridgeport all agree on one thing: tortured souls roam its abandoned halls. The mystery proves too much for a pretty young student who decides to investigate for her senior class project. Unfortunately, she does not find ghosts. She, instead, finds Stanley... serial rapist, murderer, and psychopath. As the young girl becomes Stanley's new pet, a team of young investigators descend on the hospital to ""hunt some ghosts."" Stanley sees nothing but fun and games in his future. But, what Stanley does not know is that the hospital truly is haunted and the restless spirits there are not happy with what he has been doing.",1.831,/sH9y7OTF6jAmTWnRuMyHgUy3KYr.jpg,Horror,5333.333333333333,0.0001,Bajo
The Hospital,400000,1040150,0.0,0,2022-05-08,0,87.0,50000,en,The Hospital,"As people go missing in Detroit, signs point to mad doctors using a vacant school for human trafficking and black market distribution of bloody organs.",1.127,/43WVWnSxyHa0dPZvj36GKb7Pdzo.jpg,"Horror, Drama",4597.701149425287,0.05,Bajo
The House,1700000,345914,5.639,846,2017-06-29,34200000,88.0,40000000,en,The House,"When Scott and Kate Johansen’s daughter gets into the college of her dreams it’s cause for celebration. That is, until Scott and Kate learn that the scholarship they were counting on didn’t come through, and they’re now on the hook for tuition they can’t begin to afford. With the help of their friend and neighbor Frank also in need of a major payday they decide to open an illegal casino in his suburban house, risking everything together on a Vegas-style bacchanal where money flows, inhibitions are checked at the door, and all bets are off.",11.741,/hkmWkVgirei79bwds23Hr0lWSXS.jpg,Comedy,19318.18181818182,40.0,Medio
The House,1700000,960139,6.138,40,2022-11-16,0,89.0,2600000,fr,La Maison,"Emma, a French novelist aged 27, decide to go to Berlin and join a brothel to uncover the prostitution world, the subject of her new book. Such as gonzo journalism, Emma become a prostitute and her experience, which was supposed to last a few weeks, will last two years. Was writing her book an excuse for Emma to live a shameful fantasy?",8.57,/zz6h2hfQ692jeeEkzfgFceyd50Y.jpg,Drama,19101.123595505618,2.6,Bajo
The House,1700000,1246498,0.0,0,2021-04-04,0,8.0,722,en,The House,"An unsettling string of macabre deaths, freakish instances of bizarre body horror, and a resident whose life slowly nears its disastrous end. All of these events are tied together by a house dripping of supernatural phenomena.",0.0,/6emRLeuXSvF6CIDoXoG1dfptyMg.jpg,"Horror, Mystery",212500.0,0.000722,Bajo
The House Bunny,3600000,12620,5.649,1783,2008-08-22,70442940,97.0,25000000,en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",26.66,/4oGGJ824vqIqDtyMvMuK44pDEmx.jpg,"Romance, Comedy",37113.40206185567,25.0,Medio
The House of the Spirits,900000,2259,6.868,631,1993-10-19,6265311,140.0,25000000,en,The House of the Spirits,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",16.662,/q0YyNTvooXI9ZF71dAYKcRwqlGn.jpg,"Romance, Drama",6428.571428571428,25.0,Medio
The House with a Clock in Its Walls,1300000,463821,6.2,2009,2018-09-15,131523093,105.0,42000000,en,The House with a Clock in Its Walls,"When ten-year-old Lewis is suddenly orphaned, he is sent to live with his Uncle Jonathan in a creaky (and creepy) old mansion with a mysterious ticking noise that emanates from the walls. Upon discovering that his uncle is a warlock, Lewis begins learning magic, but when he rebelliously resurrects an evil warlock he must find the secret of the house and save the world from destruction.",18.083,/qM66Hv4ByAxnilr0jaqCA9uOD4Y.jpg,"Fantasy, Family, Comedy",12380.952380952382,42.0,Medio
The Hundred-Foot Journey,400000,228194,7.306,1333,2014-08-06,89514453,122.0,22000000,en,The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,17.089,/1vFhSr7INoulu18smHqicft05i8.jpg,"Drama, Comedy",3278.688524590164,22.0,Medio
The Hunger Games,39300000,70160,7.193,20636,2012-03-12,694394724,142.0,75000000,en,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",29.577,/yXCbOiVDCxO71zI7cuwBRXdftq8.jpg,"Science Fiction, Adventure, Fantasy",276760.5633802817,75.0,Alto
The Hunger Games: Catching Fire,28200000,101299,7.4,16182,2013-11-15,865011746,146.0,130000000,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",49.864,/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,"Adventure, Action, Science Fiction",193150.68493150684,130.0,Alto
The Hunger Games: Mockingjay - Part 1,19100000,131631,6.796,14725,2014-11-19,755356711,123.0,125000000,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,85.889,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,"Science Fiction, Adventure, Thriller",155284.55284552847,125.0,Alto
The Hunger Games: Mockingjay - Part 2,20600000,131634,6.9,11557,2015-11-18,653428261,137.0,160000000,en,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.",43.902,/lImKHDfExAulp16grYm8zD5eONE.jpg,"Action, Adventure, Science Fiction",150364.96350364963,160.0,Alto
The Hunt for Red October,1400000,1669,7.385,2945,1990-03-02,200512643,135.0,30000000,en,The Hunt for Red October,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. A lone CIA analyst has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find him, too. The hunt is on!",34.195,/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,"Action, Adventure, Thriller",10370.37037037037,30.0,Medio
The Huntsman: Winter's War,10500000,290595,6.288,4573,2016-04-06,164989338,114.0,115000000,en,The Huntsman: Winter's War,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",23.024,/cjAGYsTPmmhZOwzrgon0Drpu43K.jpg,"Action, Adventure, Drama",92105.26315789473,115.0,Alto
The Hurricane Heist,17300000,430040,5.671,933,2018-02-28,32517248,103.0,35000000,en,The Hurricane Heist,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,13.737,/rAmcj5IZcx59dhev3UnVDEGlImK.jpg,"Action, Crime, Thriller",167961.16504854368,35.0,Medio
The Hurt Locker,3300000,12162,7.254,5187,2008-10-10,49230772,131.0,15000000,en,The Hurt Locker,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",24.144,/m2duGsKjBOl3BB8uFOTnRUzdEhg.jpg,"Drama, Thriller, War",25190.83969465649,15.0,Medio
The Iceman,200000,68812,6.496,920,2012-09-01,1969193,105.0,20000000,en,The Iceman,"The true story of Richard Kuklinski, the notorious contract killer and family man.",22.604,/56KPE9tPYh2WBdnUMq9EIOwEXGQ.jpg,"Thriller, Crime, Drama",1904.7619047619048,20.0,Medio
The Impossible,9500000,80278,7.363,5880,2012-09-09,198087212,113.0,45000000,en,The Impossible,"In December 2004, close-knit family Maria, Henry and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.",21.538,/k0DLCiDbnYywOHiISALbl2EH2NE.jpg,"Adventure, Drama, Thriller",84070.79646017699,45.0,Medio
The In-Laws,100000,5146,5.6,250,2003-05-23,26800000,98.0,40000000,en,The In-Laws,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers.",11.391,/uziAQLzimrP8eW3w37F8lo8CnD3.jpg,"Action, Comedy",1020.4081632653061,40.0,Medio
The In-Laws,100000,19827,6.574,95,1979-06-15,38200000,103.0,9000000,en,The In-Laws,"In preparation for his daughter's wedding, dentist Sheldon Kornpett meets Vince Ricardo, the groom's father. Vince, a manic fellow who claims to be a government agent, then proceeds to drag Sheldon into a series of chases and misadventures from New York to Central America.",12.137,/dt82c6NAqBgENPiy7LHNwYiBKkY.jpg,"Action, Adventure, Comedy, Mystery",970.8737864077669,9.0,Medio
The Infiltrator,200000,325789,6.657,1540,2016-07-13,21011110,127.0,28000000,en,The Infiltrator,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,13.052,/758F57DxVRLe38S1Je4O1Bjx2u6.jpg,"Crime, Drama, Thriller",1574.8031496062993,28.0,Medio
The Informer,10400000,466081,6.513,720,2019-08-30,2927708,109.0,60000000,en,The Informer,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.",13.219,/pbGveUC8mk0QRkdXpERPLbMFnrg.jpg,"Drama, Crime, Thriller",95412.84403669725,60.0,Alto
The Informer,10400000,43896,6.753,89,1935-05-09,950000,91.0,243000,en,The Informer,"Gypo Nolan is a former Irish Republican Army man who drowns his sorrows in the bottle. He's desperate to escape his bleak Dublin life and start over in America with his girlfriend. So when British authorities advertise a reward for information about his best friend, current IRA member Frankie, Gypo cooperates. Now Gypo can buy two tickets on a boat bound for the States, but can he escape the overwhelming guilt he feels for betraying his buddy?",8.714,/gFsyHdVg93uPMZc64kCaCR3Y7Vn.jpg,"Crime, Drama",114285.71428571429,0.243,Bajo
The Innocents,2100000,660942,6.935,449,2021-09-03,0,117.0,3400000,no,De uskyldige,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",20.689,/dqvkxOLmnHgDOqZlT7GgMWEQViR.jpg,"Thriller, Horror, Science Fiction",17948.71794871795,3.4,Bajo
The International,1700000,4959,6.204,1114,2009-02-03,60161391,118.0,50000000,en,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",14.342,/2r8qgOaBy6EiKbKRLwurjmHIgFs.jpg,"Action, Thriller, Drama, Crime",14406.77966101695,50.0,Alto
The Internship,700000,116741,6.253,3926,2013-06-07,44000000,119.0,58000000,en,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,1.204,/hIh3ZgsZ31nbUAGn5SKIZGKiKCX.jpg,Comedy,5882.35294117647,58.0,Alto
The Invention of Lying,1100000,23082,6.183,1900,2009-10-02,32406507,100.0,18500000,en,The Invention of Lying,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",21.508,/clP8tDZeM9jgnqmu4VBClBDpLtS.jpg,"Comedy, Fantasy, Romance",11000.0,18.5,Medio
The Irishman,28800000,398978,7.615,6203,2019-11-01,968853,209.0,159000000,en,The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",23.095,/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,"Crime, Drama, History",137799.04306220094,159.0,Alto
The Iron Giant,300000,10386,7.925,5105,1999-08-06,23159305,86.0,70000000,en,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",41.39,/mThOw5rXLtdbY3WmuTsS9zsQBMG.jpg,"Family, Animation, Science Fiction, Drama",3488.3720930232557,70.0,Alto
The Iron Lady,100000,71688,6.4,1604,2011-12-26,115890699,105.0,13000000,en,The Iron Lady,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",12.253,/fx7wpKXOht7WOkeOslvErbrf69Q.jpg,"History, Drama",952.3809523809524,13.0,Medio
The Jackal,1300000,4824,6.336,1695,1997-11-14,159330280,124.0,60000000,en,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",18.051,/wkLF73oenC1n1DDKKU7oyLKVcMa.jpg,"Action, Thriller, Adventure, Crime",10483.870967741936,60.0,Alto
The Journey,500000,254664,6.2,8,2014-01-30,0,102.0,1220000,zh,一路有你,"The Journey is a cross-continental story that explores the idea of culture, not just as tradition but as an expression of love. When Bee (Yew) returns to Malaysia for the first time in a decade - she introduces her conservative father Uncle Chuan (Lee) to her happy-go-lucky British fiancé, Benji (Pfeiffer). With Benji's lack of cultural understanding and comprehension of Chinese traditions, Chuan opposes their marriage. Unexpected circumstances ensue, and Chuan reluctantly submits to their union, on the condition that their wedding adheres to Chinese tradition. Part of that tradition is that Chuan must invite all of his childhood friends personally. So the quintessential odd couple, Benji and Chuan, embark on a cross country adventure to deliver the invitations. Despite language barriers and initial hesitation from both parties, the two men come to realize that their priorities are essentially one and the same.",2.068,/5KV4Bnup8HRLAEG0b0701B5OxXr.jpg,"Comedy, Drama, Family",4901.9607843137255,1.22,Bajo
The Journey,500000,66780,5.2,2,2001-06-13,0,93.0,500000,en,The Journey,"Eric Saperston directs this amazing journey about a group of young Americans who decide to ask the age old question in life, ""what do our elders have to pass down to us?""",0.737,SinPoster,Documentary,5376.344086021505,0.5,Bajo
